ID,SUB_ID,Country,Province/State,Study Pop Size (N),Proportion of values entered in row (%),Paper Title,Journal,Author,Source,Language,Peer-Reviewed? (As of 2 April 2020),Study Type: Observational or Randomized Clinical Trial (RCT)?,Study start date (mm/dd/yyyy),Study end date (mm/dd/yyyy),Study length (days),Overall study population or subgroup?,Subgroup,Positive/negative cases,End-point vs Active,Survivors,Discharged,Contains Any Treatment?,ICU vs. non-ICU,Severity,Ventilation,Median Age,Mean Age,Age SD,Age LQ,Age UQ,% Healthcare Worker,% Male,% White or European,% African American,% Asian,% Hispanic or Latino,% Multiple ethnicities or other,Exposure history (%),Exposure - Wuhan Travel (%),Exposure - Personal Contact (%),Incubation period (days) - Mean,Incubation period (days) - Median,Incubation period (days) - LQ,Incubation period (days) -  Higher Quartile,Time From Symptoms Appearance to Hospitalization (days) - Mean,Time From Symptoms Appearance to Hospitalization (days) - Median,Time From Symptoms Appearance to Hospitalization (days) - LQ,Time From Symptoms Appearance to Hospitalization (days) - UQ,Smoking history,Current drinker,BMI,Obesity,Any Comorbidity,Hypertension,Diabetes,Cardiovascular Disease (incl. CAD),Chronic obstructive lung (COPD),Cancer (Any),Liver Disease (any),Cerebrovascular Disease,Chronic kidney/renal disease,Other,Fever (temperature ≥37·3°C),Average temperature (celsius),Max temperature (celsius),Respiratory rate > 24 breaths per min,Cough,Shortness of Breath (dyspnoea),Headache,Sputum (/Expectoration),Myalgia (Muscle Pain),Fatigue,Upper air-way congestion,Diarrhoea,Nausea or Vomiting,Loss of Appetite/Anorexia,Sore Throat/Stuffy Nose,Chills,Chest Pain,Loss of smell/taste,Disease Severity Asymptomatic,Disease Severity General,Disease Severity Severe,Disease Severity Critical,"Imaging Findings Available? (yes=1, no=0)",White Blood Cell Count (10^9/L) - Median,White Blood Cell Count (10^9/L) - LQ,White Blood Cell Count (10^9/L) - UQ,Lymphocyte Count (10^9/L) - Median,Lymphocyte Count (10^9/L) - LQ,Lymphocyte Count (10^9/L) - UQ,CD4+ T Lymphocyte (Count),CD8+ T Lymphocyte (Count),Platelet Count (10^9/L) - Median,Platelet Count (10^9/L) - LQ,Platelet Count (10^9/L) - UQ,Neutrophil Count (10^9/L) - Median,Neutrophil Count (10^9/L) - LQ,Neutrophil Count (10^9/L) - UQ,Hemoglobin (g/L) - Median,Hemoglobin (g/L) - LQ,Hemoglobin (g/L) - UQ,Hematocrit (%),Albumin (g/L),Alanine Aminotransferase (U/L),Aspartate Aminotransferase (U/L),Total Bilirubin (umol/L) - Median,Total Bilirubin (umol/L) - LQ,Total Bilirubin (umol/L) - UQ,Blood Urea Nitrogen (mmol/L),Creatinine (μmol/L),Creatine Kinase (U/L),C-Reactive Protein (mg/L),Gamma-Glutamyl Transferase (U/L),Interleukin-6 (pg/mL),Procalcitonin (ng/mL),D-Dimer (mg/L),Prothrombin Time (s),Antibiotic,Antiviral (Any),Uses Kaletra (lopinavir–ritonavir),Uses Favipiravir,Uses Tamiflu (oseltamivir),Uses Remdesivir,Uses umif+lop-rit,Uses Arbidol (umifenovir),Uses hydroxychloroquine and/or chloroquine,"Corticosteroid (including Glucocorticoid, Methylprednisolone)",Intravenous immunoglobin,Nasal cannula,High-flow nasal cannula oxygen therapy,Oxygen therapy,Noninvasive mechanical ventilation,Invasive mechanical ventilation,ECMO,Renal replacement therapy,Interferon Alpha-1b,Thymalfasin and/or Thymosin,Sepsis,Respiratory failure or ARDS,Respiratory failure,ARDS,Hypoxemia,Heart failure,Septic shock / shock,Liver dysfunction,Coagulopathy,Acute cardiac injury,Acute kidney injury (AKI),Secondary infection/ Bacterial infection,Hypoproteinaemia,Acidosis,Hospital admission (%),ICU admission,Discharged (%),"ICU length of stay, days","Hospital length of stay, days",Days to Viral Clearance (Median),Mortality,Projected Mortality (accounting for patients not currently discharged)
130,1,Germany,Munich,1,36.52%,Virological assessment of hospitalized patients with COVID-2019,Nature,Wolfel et. al.,https://www.nature.com/articles/s41586-020-2196-x_reference.pdf,English,Yes,Observational,1/27/20,2/24/20,28,Subgroup,Patient 1,Positive only,End-point only,Both,Discharged only,No,ΝΑ,All,Both,,,,,,,,100%,0%,0%,0%,0%,,,,,,,,,,,,,,,,100%,0%,0%,0%,0%,0%,0%,0%,0%,100%,100%,,,,100%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,,0%,100%,0%,0%,0,,,,1.9,1.9,1.9,,,,,,4.87,4.87,4.87,,,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,0,0
130,2,Germany,Munich,1,36.52%,Virological assessment of hospitalized patients with COVID-2019,Nature,Wolfel et. al.,https://www.nature.com/articles/s41586-020-2196-x_reference.pdf,English,Yes,Observational,1/27/20,2/24/20,28,Subgroup,Patient 2,Positive only,End-point only,Both,Discharged only,No,ΝΑ,All,Both,,,,,,,,100%,0%,0%,0%,0%,,,,,,,,,,,,,,,,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,,0%,100%,0%,0%,0,,,,1.2,1.2,1.2,,,,,,3.04,3.04,3.04,,,,,,,,,,,,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,0,0
130,3,Germany,Munich,1,36.52%,Virological assessment of hospitalized patients with COVID-2019,Nature,Wolfel et. al.,https://www.nature.com/articles/s41586-020-2196-x_reference.pdf,English,Yes,Observational,1/27/20,2/24/20,28,Subgroup,Patient 3,Positive only,End-point only,Both,Discharged only,No,ΝΑ,All,Both,,,,,,,,100%,0%,0%,0%,0%,,,,,,,,,,,,,,,,100%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,,,,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,,0%,100%,0%,0%,0,,,,2.6,2.6,2.6,,,,,,5.04,5.04,5.04,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,0,0
130,4,Germany,Munich,1,36.52%,Virological assessment of hospitalized patients with COVID-2019,Nature,Wolfel et. al.,https://www.nature.com/articles/s41586-020-2196-x_reference.pdf,English,Yes,Observational,1/27/20,2/24/20,28,Subgroup,Patient 4,Positive only,End-point only,Both,Discharged only,No,ΝΑ,All,Both,,,,,,,,100%,0%,0%,0%,0%,,,,,,,,,,,,,,,,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,,0%,100%,0%,0%,0,,,,2.22,2.22,2.22,,,,,,2.42,2.42,2.42,,,,,,,,,,,,,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,0,0
130,5,Germany,Munich,1,36.52%,Virological assessment of hospitalized patients with COVID-2019,Nature,Wolfel et. al.,https://www.nature.com/articles/s41586-020-2196-x_reference.pdf,English,Yes,Observational,1/27/20,2/24/20,28,Subgroup,Patient 5,Positive only,End-point only,Both,Discharged only,No,ΝΑ,All,Both,,,,,,,,100%,0%,0%,0%,0%,,,,,,,,,,,,,,,,100%,0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,,,,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,,0%,100%,0%,0%,0,,,,0.9,0.9,0.9,,,,,,4.69,4.69,4.69,,,,,,,,,,,,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,0,0
130,6,Germany,Munich,1,36.52%,Virological assessment of hospitalized patients with COVID-2019,Nature,Wolfel et. al.,https://www.nature.com/articles/s41586-020-2196-x_reference.pdf,English,Yes,Observational,1/27/20,2/24/20,28,Subgroup,Patient 6,Positive only,End-point only,Both,Discharged only,No,ΝΑ,All,Both,,,,,,,,100%,0%,0%,0%,0%,,,,,,,,,,,,,,,,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,,0%,100%,0%,0%,0,,,,1.6,1.6,1.6,,,,,,2.5,2.5,2.5,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,0,0
130,7,Germany,Munich,1,36.52%,Virological assessment of hospitalized patients with COVID-2019,Nature,Wolfel et. al.,https://www.nature.com/articles/s41586-020-2196-x_reference.pdf,English,Yes,Observational,1/27/20,2/24/20,28,Subgroup,Patient 7,Positive only,End-point only,Both,Discharged only,No,ΝΑ,All,Both,,,,,,,,100%,0%,0%,0%,0%,,,,,,,,,,,,,,,,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,,0%,100%,0%,0%,0,,,,0.7,0.7,0.7,,,,,,2.35,2.35,2.35,,,,,,,,,,,,,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,0,0
130,8,Germany,Munich,1,36.52%,Virological assessment of hospitalized patients with COVID-2019,Nature,Wolfel et. al.,https://www.nature.com/articles/s41586-020-2196-x_reference.pdf,English,Yes,Observational,1/27/20,2/24/20,28,Subgroup,Patient 8,Positive only,End-point only,Both,Discharged only,No,ΝΑ,All,Both,,,,,,,,100%,0%,0%,0%,0%,,,,,,,,,,,,,,,,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,,,,100%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,,0%,100%,0%,0%,0,,,,1.5,1.5,1.5,,,,,,5.04,5.04,5.04,,,,,,,,,,,,,,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,0,0
130,9,Germany,Munich,1,36.52%,Virological assessment of hospitalized patients with COVID-2019,Nature,Wolfel et. al.,https://www.nature.com/articles/s41586-020-2196-x_reference.pdf,English,Yes,Observational,1/27/20,2/24/20,28,Subgroup,Patient 9,Positive only,End-point only,Both,Discharged only,No,ΝΑ,All,Both,,,,,,,,100%,0%,0%,0%,0%,,,,,,,,,,,,,,,,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,100%,0%,0%,0%,0,,,,0.9,0.9,0.9,,,,,,4.62,4.62,4.62,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,0,0
131,0,China,Wuhan,339,52.25%,Coronavirus Disease 2019 in elderly patients: characteristics and prognostic factors based on 4-week follow-up,Journal of Infection,Wang et. al.,https://www.journalofinfection.com/article/S0163-4453(20)30146-8/pdf,English,Yes,Observational,1/1/20,2/6/20,36,Top-level,General,Positive only,End-point only,Both,Discharged only,No,ΝΑ,All,Both,69,,,65,76,,49%,0%,0%,100%,0%,0%,,,,,,,,10,10,7,14,,,,,,40.80%,16%,15.70%,6.20%,4.40%,0.60%,6.20%,3.80%,1.50%,92%,,,,53%,40.80%,3.50%,27.50%,4.70%,39.90%,,12.70%,3.80%,27.80%,,,26%,,0%,29.50%,46.90%,23.60%,0,5.74,4.37,8.29,0.9,0.59,1.29,,,205,151,259,4.43,2.76,6.62,121,109,130,,,27,32,,,,5.5,61,63,,,10.9,0.08,1.2,12.1,,,,,,,,,,,,,,,,,,,,,,21%,,21%,,,2.40%,,,21%,8.10%,42.80%,,,1,,0.81,,28,,0.19,0.19
131,1,China,Wuhan,274,52.25%,Coronavirus Disease 2019 in elderly patients: characteristics and prognostic factors based on 4-week follow-up,Journal of Infection,Wang et. al.,https://www.journalofinfection.com/article/S0163-4453(20)30146-8/pdf,English,Yes,Observational,1/1/20,2/6/20,36,Subgroup,Survivors,Positive only,End-point only,Both,Discharged only,No,ΝΑ,All,Both,68,,,64,74,,46.40%,0%,0%,100%,0%,0%,,,,,,,,10,10,7,13,,,,,,38.80%,15.80%,11.70%,3.70%,4.40%,0.40%,4.00%,3.30%,1.50%,93.40%,,,,54.60%,36.60%,4.40%,27.80%,5.50%,39.90%,,12.80%,4.40%,28.90%,,,26.70%,,0.00%,36.10%,56.60%,7.30%,0,5.54,4.29,7.64,0.97,0.68,1.37,,,211,151,268,4.01,2.63,5.97,121,110,129,,,28,29,,,,5.1,60,60,,,10.5,0.06,1.08,12,,,,,,,,,,,,,,,,,,,,,,5.50%,,5.50%,,,1.80%,,,11.40%,4%,34.40%,,,1,,1,,28,,0,0
131,2,China,Wuhan,65,52.25%,Coronavirus Disease 2019 in elderly patients: characteristics and prognostic factors based on 4-week follow-up,Journal of Infection,Wang et. al.,https://www.journalofinfection.com/article/S0163-4453(20)30146-8/pdf,English,Yes,Observational,1/1/20,2/6/20,36,Subgroup,Non-survivors,Positive only,End-point only,Non-Survivors only,Discharged only,No,ΝΑ,Severe/Critical Only,Both,76,,,70,83,,60%,0%,0%,100%,0%,0%,,,,,,,,10,10,7,14,,,,,,50%,17.20%,32.80%,17.20%,4.70%,1.60%,15.60%,6.30%,1.60%,87.50%,,,,46.90%,59.40%,0%,26.60%,1.60%,40.60%,,12.50%,1.60%,23.40%,,,23.40%,,0.00%,1.50%,6.20%,92.30%,0,8.61,5.27,13.25,0.57,0.39,0.84,,,172,103,219,7.65,4.35,11.74,122,106,137,,,24,43,,,,8.9,80,84,,,93.8,0.22,4.38,12.9,,,,,,,,,,,,,,,,,,,,,,87.50%,,87.50%,,,4.70%,,,65%,28.30%,81.70%,,,1,,0,,5,,1,1
132,0,China,Wuhan,75,44.94%,"ACP risk grade: a simple mortality index for patients with confirmed or suspected severe acute respiratory syndrome coronavirus 2 disease (COVID-19) during the early stage of outbreak in Wuhan, China",MedRxiv,Lu et. al.,https://www.medrxiv.org/content/10.1101/2020.02.20.20025510v1.full.pdf,English,No,Observational,1/21/20,2/5/20,15,Subgroup,Confirmed positive cases,Positive only,End-point and active,Both,Both,Yes,Both,All,Both,62,,,48,71,,49.30%,0%,0%,100%,0%,0%,,,,,,,,6,6,4,8,,,,,61.33%,43.50%,6.50%,8.70%,0%,,10.90%,,,4.30%,73.50%,,,,64.70%,7.40%,8.80%,,2.90%,42.60%,,7.40%,8.80%,,4.40%,,0%,,0%,79.20%,20.80%,0%,1,4.9,3.6,6.8,0.9,0.6,1.2,,,,,,3.7,2.3,5.4,,,,,33,23,,9.2,7.1,11.3,,67,,32.6,,,,0.4,14.2,96.90%,84.20%,,,,,,,,10.90%,54.60%,,,,,,,,,,,,,,,,,,,,,,,,1,,na,,,,0.01,
133,0,Germany,Munich,40,26.97%,Level of IL-6 predicts respiratory failure in hospitalized symptomatic COVID-19 patients,MedRxiv,Herold et. al.,https://www.medrxiv.org/content/10.1101/2020.04.01.20047381v1.full.pdf,English,No,Observational,2/29/20,3/27/20,27,Top-level,All,Positive only,Active only,Both,Non-discharged only,Yes,Both,All,Both,57,,,,,,72%,0%,0%,100%,0%,0%,,,,,,,,2,2,1,4,,,,,82%,53%,8%,,9%,,,,,,,,,,,,,,,,,,,,,,,,,,,32.50%,0,5.3,,,,,,,,,,,,,,,,,,,,,0.5,,,,,0.9,2.8,,27.1,0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.33,na,,,,na,
133,1,Germany,Munich,27,24.72%,Level of IL-6 predicts respiratory failure in hospitalized symptomatic COVID-19 patients,MedRxiv,Herold et. al.,https://www.medrxiv.org/content/10.1101/2020.04.01.20047381v1.full.pdf,English,No,Observational,2/29/20,3/27/20,27,Subgroup,No Mechanical Ventilation,Positive only,Active only,Both,Non-discharged only,Yes,Both,Severe/Critical Only,Non-ventilation only,54,,,,,,59%,0%,0%,100%,0%,0%,,,,,,,,,,,,,,,,77%,40%,4%,,8%,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0,4.75,,,,,,,,,,,,,,,,,,,,,0.5,,,,,0.9,1.7,,19.6,0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,na,,,,na,
133,2,Germany,Munich,13,26.97%,Level of IL-6 predicts respiratory failure in hospitalized symptomatic COVID-19 patients,MedRxiv,Herold et. al.,https://www.medrxiv.org/content/10.1101/2020.04.01.20047381v1.full.pdf,English,No,Observational,2/29/20,3/27/20,27,Subgroup,Mechanical Ventilation,Positive only,Active only,Both,Non-discharged only,Yes,Both,All,Ventilation only,64,,,,,,100%,0%,0%,100%,0%,0%,,,,,,,,3.5,3.5,1,5,,,,,92%,82%,17%,,9%,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,0,6.64,,,,,,,,,,,,,,,,,,,,,0.5,,,,,1,7.8,,121,0.1,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,na,,,,na,
134,0,Japan,Diamond Princess,26,27.53%,Observation and analysis of 26 cases of asymptomatic SARS-COV2 infection,Journal of Infection,Zhou et. al.,https://www.journalofinfection.com/article/S0163-4453(20)30156-0/pdf,English,Yes,Observational,1/20/20,2/29/20,40,Top-level,Asymptomatic only,Positive only,Active only,Survivors only,Both,No,Non-ICU only,Mild only,Non-ventilation only,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,,,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,na,na,,0,0
136,0,Korea,,1,50.56%,Case of the Index Patient Who Caused Tertiary Transmission of Coronavirus Disease 2019 in Korea: the Application of Lopinavir/Ritonavir for the Treatment of COVID-19 Pneumonia Monitored by Quantitative RT-PCR,J Korean Med Sci.,Lim et. al.,https://doi.org/10.3346/jkms.2020.35.e79,English,Yes,Observational,1/20/20,2/5/20,16,Top-level,,Positive only,Active only,Survivors only,Both,No,Non-ICU only,Mild only,Non-ventilation only,54,54,0,54,54,,100%,0%,0%,100%,0%,0%,100%,100%,0%,,,,,2.5,2.5,2.5,2.5,0%,0%,25.7,0%,,,,,,,,,,,0%,37,37,0%,100%,0%,100%,0%,100%,0%,0%,100%,0%,0%,0%,100%,0%,0%,0%,100%,0%,0%,0,7.2,7.2,7.2,,,,,,,,,,,,16.3,16.3,16.3,,4.5,29,27,0.5,0.5,0.5,,1,,0.43,,,0.06,0.28,12.5,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,na,17,17,0,0
137,0,China,Jiaxing,7,27.53%,"The role of close contacts tracking management in COVID-19 prevention: A cluster investigation in Jiaxing, China",Journal of Infection,Ge et. al.,https://www.journalofinfection.com/article/S0163-4453(20)30144-4/pdf,English,Yes,Observational,1/20/20,1/28/20,8,Top-level,All,Positive only,Active only,Both,Both,No,Non-ICU only,All,Both,41,39.05,,35,52.5,0%,57%,0%,0%,100%,0%,0%,100%,29%,71%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,86%,14%,0%,0,5.4,4.15,7.65,0.8,0.7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,0,0
137,1,China,Jiaxing,1,32.02%,"The role of close contacts tracking management in COVID-19 prevention: A cluster investigation in Jiaxing, China",Journal of Infection,Ge et. al.,https://www.journalofinfection.com/article/S0163-4453(20)30144-4/pdf,English,Yes,Observational,1/20/20,1/28/20,8,Subgroup,Patient 1,Positive only,Active only,Both,Both,No,Non-ICU only,All,Both,29,29,0,29,29,0%,100%,0%,0%,100%,0%,0%,100%,0%,100%,,,,,,,,,,,,,,,,,,,,,,,100%,,,,100%,,,100%,,0%,,0%,,,0%,0%,,,0%,0%,100%,0%,0,7.8,7.8,7.8,0.8,0.8,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,0,0
137,2,China,Jiaxing,1,32.02%,"The role of close contacts tracking management in COVID-19 prevention: A cluster investigation in Jiaxing, China",Journal of Infection,Ge et. al.,https://www.journalofinfection.com/article/S0163-4453(20)30144-4/pdf,English,Yes,Observational,1/21/20,1/29/20,8,Subgroup,Patient 2,Positive only,Active only,Both,Both,No,Non-ICU only,All,Both,51,51,0,51,51,0%,0%,0%,0%,100%,0%,0%,100%,100%,0%,,,,,,,,,,,,,,,,,,,,,,,0%,,,,0%,,,0%,,0%,,0%,,,100%,0%,,,0%,100%,0%,0%,0,1.3,1.3,1.3,0.6,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,0,0
137,3,China,Jiaxing,1,32.02%,"The role of close contacts tracking management in COVID-19 prevention: A cluster investigation in Jiaxing, China",Journal of Infection,Ge et. al.,https://www.journalofinfection.com/article/S0163-4453(20)30144-4/pdf,English,Yes,Observational,1/22/20,1/30/20,8,Subgroup,Patient 3,Positive only,Active only,Both,Both,No,Non-ICU only,All,Both,54,54,0,54,54,0%,100%,0%,0%,100%,0%,0%,100%,100%,0%,,,,,,,,,,,,,,,,,,,,,,,100%,,,,100%,,,0%,,0%,,0%,,,0%,0%,,,0%,100%,0%,0%,0,2.9,2.9,2.9,0.7,0.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,0,0
137,4,China,Jiaxing,1,32.02%,"The role of close contacts tracking management in COVID-19 prevention: A cluster investigation in Jiaxing, China",Journal of Infection,Ge et. al.,https://www.journalofinfection.com/article/S0163-4453(20)30144-4/pdf,English,Yes,Observational,1/23/20,1/31/20,8,Subgroup,Patient 4,Positive only,Active only,Both,Both,No,Non-ICU only,All,Both,41,41,0,41,41,0%,100%,0%,0%,100%,0%,0%,100%,0%,100%,,,,,,,,,,,,,,,,,,,,,,,100%,,,,100%,,,0%,,100%,,0%,,,0%,100%,,,0%,100%,0%,0%,0,5.4,5.4,5.4,7.6,7.6,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,0,0
137,5,China,Jiaxing,1,32.02%,"The role of close contacts tracking management in COVID-19 prevention: A cluster investigation in Jiaxing, China",Journal of Infection,Ge et. al.,https://www.journalofinfection.com/article/S0163-4453(20)30144-4/pdf,English,Yes,Observational,1/24/20,2/1/20,8,Subgroup,Patient 5,Positive only,Active only,Both,Both,No,Non-ICU only,All,Both,0.333333333,0.333333333,0,0.333333333,0.333333333,0%,0%,0%,0%,100%,0%,0%,100%,0%,100%,,,,,,,,,,,,,,,,,,,,,,,100%,,,,0%,,,0%,,0%,,100%,,,0%,0%,,,0%,100%,0%,0%,0,7.5,7.5,7.5,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,0,0
137,6,China,Jiaxing,1,32.02%,"The role of close contacts tracking management in COVID-19 prevention: A cluster investigation in Jiaxing, China",Journal of Infection,Ge et. al.,https://www.journalofinfection.com/article/S0163-4453(20)30144-4/pdf,English,Yes,Observational,1/25/20,2/2/20,8,Subgroup,Patient 6,Positive only,Active only,Both,Both,No,Non-ICU only,All,Both,57,57,0,57,57,0%,100%,0%,0%,100%,0%,0%,100%,0%,100%,,,,,,,,,,,,,,,,,,,,,,,100%,,,,100%,,,100%,,0%,,0%,,,0%,0%,,,0%,100%,0%,0%,0,5.4,5.4,5.4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,0,0
137,7,China,Jiaxing,1,28.09%,"The role of close contacts tracking management in COVID-19 prevention: A cluster investigation in Jiaxing, China",Journal of Infection,Ge et. al.,https://www.journalofinfection.com/article/S0163-4453(20)30144-4/pdf,English,Yes,Observational,1/26/20,2/3/20,8,Subgroup,Patient 7,Positive only,Active only,Both,Both,No,Non-ICU only,All,Both,41,41,0,41,41,0%,0%,0%,0%,100%,0%,0%,100%,0%,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,100%,0%,0%,0,8.9,8.9,8.9,0.7,0.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,0,0
138,0,Italy,Loumbardy,1591,28.65%,"Baseline Characteristics and Outcomes of 1591 Patients Infected With SARS-CoV-2 Admitted to ICUs of the Lombardy Region, Italy",JAMA,Grasselli et. al.,doi:10.1001/jama.2020.5394,English,Yes,Observational,2/20/20,3/27/20,36,Top-level,All,Positive only,End-point and active,Both,Both,Yes,Both,Severe/Critical Only,Both,63,,,56,70,,82%,100%,0%,0%,0%,0%,,,,,,,,,,,,,,,,68%,49%,17%,21%,4%,8%,3%,,3%,20%,,,,,,,,,,,,,,,,,,,0%,0%,0%,100%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1%,11%,88%,,,,,,,,,,,,,,,,,,,1,1,0.16,,,,0.26,0.62
138,1,Italy,Loumbardy,4,28.09%,"Baseline Characteristics and Outcomes of 1591 Patients Infected With SARS-CoV-2 Admitted to ICUs of the Lombardy Region, Italy",JAMA,Grasselli et. al.,doi:10.1001/jama.2020.5394,English,Yes,Observational,2/20/20,3/27/20,36,Subgroup,Age 0-20,Positive only,End-point and active,Both,Both,Yes,Both,Severe/Critical Only,Both,16,,,14,19,,75%,100%,0%,0%,0%,0%,,,,,,,,,,,,,,,,100%,0%,0%,0%,0%,0%,0%,,0%,100%,,,,,,,,,,,,,,,,,,,0%,0%,0%,100%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,100%,,,,,,,,,,,,,,,,,,,1,1,0,,,,0,
138,2,Italy,Loumbardy,56,28.65%,"Baseline Characteristics and Outcomes of 1591 Patients Infected With SARS-CoV-2 Admitted to ICUs of the Lombardy Region, Italy",JAMA,Grasselli et. al.,doi:10.1001/jama.2020.5394,English,Yes,Observational,2/20/20,3/27/20,36,Subgroup,Age 21-40,Positive only,End-point and active,Both,Both,Yes,Both,Severe/Critical Only,Both,34,,,31,38,,79%,100%,0%,0%,0%,0%,,,,,,,,,,,,,,,,34%,11%,3%,3%,3%,0%,0%,,0%,17%,,,,,,,,,,,,,,,,,,,0%,0%,0%,100%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2%,17%,80%,,,,,,,,,,,,,,,,,,,1,1,0.36,,,,0.07,0.16
138,3,Italy,Loumbardy,143,28.65%,"Baseline Characteristics and Outcomes of 1591 Patients Infected With SARS-CoV-2 Admitted to ICUs of the Lombardy Region, Italy",JAMA,Grasselli et. al.,doi:10.1001/jama.2020.5394,English,Yes,Observational,2/20/20,3/27/20,36,Subgroup,Age 41-50,Positive only,End-point and active,Both,Both,Yes,Both,Severe/Critical Only,Both,47,,,44,49,,83%,100%,0%,0%,0%,0%,,,,,,,,,,,,,,,,39%,26%,5%,5%,0%,2%,2%,,2%,12%,,,,,,,,,,,,,,,,,,,0%,0%,0%,100%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5%,15%,81%,,,,,,,,,,,,,,,,,,,1,1,0.25,,,,0.11,0.31
