ID,SUB_ID,Country,Province/State,Pop Size (N),Title,Journal,Author,Source,Language,Notes,Person Responsible,Data Request (contact person),Study start date (mm/dd/yyyy),Study end date (mm/dd/yyyy),Study length (days),Is top-level row?,Subgroup,Positive/negative cases,End-point vs Active,Survivors,Discharged,Contains Any Treatment?,ICU vs. non-ICU,Severity,Ventilation,Median Age,Mean Age,Age 95% CI Halfwidth,Age Lower Quartile,Age Higher Quartile,% Healthcare Worker,% Male,Exposure history (%),Exposure - Wuhan Travel (%),Exposure - Personal Contact (%),Incubation period (days) - Mean,Incubation period (days) - Median,Incubation period (days) - Lower Quartile,Incubation period (days) -  Higher Quartile,Time From Ill (days) - Mean,Time From Ill (days) - Median,Time from Ill (days) - Lower Quartile,Time from Ill (days) - Upper Quartile,Current smoker,Current drinker,Any Comorbidity,Hypertension,Diabetes,Coronary heart disease,Chronic obstructive lung,Cancer (Any),Carcinoma,Chronic kidney/renal disease,Other,Respiratory rate > 24 breaths per min,Pulse >=125 beats per min,Systolic blood pressure <90mm Hg,Fever (temperature ≥37·3°C),Average temperature (celsius),Max temperature (celsius),Cough,Shortness of Breath (dyspnoea),Headache,Sputum,Myalgia (Muscle Pain),Fatigue,Upper air-way congestion,Diarrhoea,Nausea or vomiting,Loss of Appetite,Sore Throat/Stuffy Nose,Chills,Disease Severity Asymptomatic,Disease Severity General,Disease Severity Severe,Disease Severity Critical,Peripheral white cell count - Median,Peripheral white cell count - Lower Quartile,Peripheral white cell count - Upper Quartile,Hemoglobin (g/L) - Median,Hemoglobin (g/L) - Lower Quartile,Hemoglobin (g/L) - Upper Quartile,"Imaging Findings Available? (yes=1, no=0)",Hematocrit,CRE (μmol/L),Lymphocyte count - Median,Lymphocyte count - Lower Quartile,Lymphocyte count - Upper Quartile,Platelet count - Median,Platelet count - Lower Quartile,Platelet count - Upper Quartile,Serum bilirubin - Median,Serum bilirubin - Lower quartile,Serum bilirubin - Upper quartile,Neutrophils,ALT (U/L),AST (U/L),GGT (U/L),CRP (mg/DL),IL-6 (ng/L),T Lymphocyte,CD4+ T Lymphocyte (Count),CD8+ T Lymphocyte (Count),Antibiotic,Antiviral,Uses lopinavir-ritonavir,Uses Favipiravir,Corticosteroid,Intravenous immunoglobin,Nasal cannula,High-flow nasal cannula oxygen therapy,Noninvasive mechanical ventilation,Invasive mechanical ventilation,ECMO,Glucocorticoid,Renal replacement therapy,Sepsis,Respiratory failure or ARDS,Respiratory failure,ARDS,Heart failure,Septic shock,Liver dysfunction,Coagulopathy,Acute cardiac injury,Acute kidney injury (AKI),Secondary infection,Hypoproteinaemia,Acidosis,Hospital admission,ICU admission,Discharged (%),"ICU length of stay, days","Hospital length of stay, days",Days to Viral Clearance (Median),Mortality,Chest CT Improve,Chest CT Same,Chest CT Decline
68,4,China,Wuhan,28,"Diabetic patients with COVID-19, characteristics and outcome — A two-centre, retrospective, case control study",Lancet Diabetes and Endocrinology,Shi et. al.,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3551369,English,Can split by diabetic vs. non-diabetic,Agni,,1/1/20,2/25/20,55,Subgroup,diabetic - non survivors,Positive only,End-point only,Non-Survivors only,Non-discharged only,Yes,Both,Severe/Critical Only,Both,74.5,,,64.3,81.8,,67.90%,10.70%,0%,10.70%,,,,,,8,3,13,10.70%,3.60%,,82.10%,100%,42.90%,14.30%,7.10%,,7.10%,17.90%,,,,78.60%,,,60.70%,57.10%,0%,,14.30%,71.40%,,3.60%,7.10%,57.10%,,,,,,,8,5.5,13.6,9.9,7.8,11,1,,,0.7,0.38,0.82,174,114,202,14.2,8,24.3,6.9,23,41,,86.1,,,202.5,78,100%,100%,,,,32.10%,,82.10%,50%,25%,0,53.60%,,,,,100%,,96.40%,,,96.40%,50%,75%,,,100%,64.30%,na,,5,,100.00%,,,
69,0,China,Shenzhen,6,A familial cluster of pneumonia associated with the 2019 novel coronavirus indicating person-to-person transmission: a study of a family cluster,Lancet,Chan et. al.,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(20)30154-9/fulltext,English,,Ryan,,1/10/20,1/24/20,14,Top-level,All,Positive only,Active only,Survivors only,Non-discharged only,No,Non-ICU only,All,Non-ventilation only,50,46.17,17.98436475,36,65,0%,50%,33%,0%,33%,4.5,4.5,3,6,7.8,7,7,9,,,66.67%,33.33%,16.67%,0%,0%,16.67%,0%,0%,16.67%,,,,83.33%,37.7,,83.33%,,,,50%,50%,16.67%,33.33%,,,16.67%,,,16.67%,16.67%,0%,5.2,4.3,6.5,148,131,152,1,,,1.7,0.7,2.7,196.5,166.75,201,,,,4.05,19.23,24.18,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,,83.33%,0%,0%,0%,,,0.00%,,,
69,1,China,Shenzhen,1,A familial cluster of pneumonia associated with the 2019 novel coronavirus indicating person-to-person transmission: a study of a family cluster,Lancet,Chan et. al.,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(20)30154-9/fulltext,English,,Ryan,,1/10/20,1/24/20,14,Subgroup,Single patient,Positive only,Active only,Survivors only,Non-discharged only,No,Non-ICU only,Mild only,Non-ventilation only,65,65,,65,65,0%,0%,100%,0%,100%,,,,,7,7,7,7,,,100%,100%,0%,0%,0%,100%,0%,0%,0%,,,,100%,39,,100.00%,,,,100%,100%,0%,0%,,,0%,,,0%,0%,0%,4.8,4.8,4.8,131,131,131,1,,,0.6,0.6,0.6,157,157,157,,,,4,14.2,20.5,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,,100%,0%,0%,0%,,,0.00%,,,
69,2,China,Shenzhen,1,A familial cluster of pneumonia associated with the 2019 novel coronavirus indicating person-to-person transmission: a study of a family cluster,Lancet,Chan et. al.,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(20)30154-9/fulltext,English,,Ryan,,1/10/20,1/24/20,14,Subgroup,Single patient,Positive only,Active only,Survivors only,Non-discharged only,No,Non-ICU only,Severe/Critical Only,Non-ventilation only,66,66,,66,66,0%,100%,0%,0%,0%,,,,,6,6,6,6,,,100%,100%,0%,0%,0%,0%,0%,0%,0%,,,,100%,39,,100.00%,,,,100%,100%,0%,0%,,,0%,,,100%,100%,0%,4.2,4.2,4.2,156,156,156,1,,,0.7,0.7,0.7,118,118,118,,,,3.2,13.9,23.3,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,,100%,0%,0%,0%,,,0.00%,,,
69,3,China,Shenzhen,1,A familial cluster of pneumonia associated with the 2019 novel coronavirus indicating person-to-person transmission: a study of a family cluster,Lancet,Chan et. al.,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(20)30154-9/fulltext,English,,Ryan,,1/10/20,1/24/20,14,Subgroup,Single patient,Positive only,Active only,Survivors only,Non-discharged only,No,Non-ICU only,Mild only,Non-ventilation only,37,37,,37,37,0%,0%,100%,0%,100%,,,,,9,9,9,9,,,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,100%,36.2,,100.00%,,,,0%,0%,100%,100%,,,100%,,,0%,0%,0%,5.6,5.6,5.6,150,150,150,1,,,2.2,2.2,2.2,224,224,224,,,,3.1,25.9,27.4,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,,100%,0%,0%,0%,,,0.00%,,,
69,4,China,Shenzhen,1,A familial cluster of pneumonia associated with the 2019 novel coronavirus indicating person-to-person transmission: a study of a family cluster,Lancet,Chan et. al.,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(20)30154-9/fulltext,English,,Ryan,,1/10/20,1/24/20,14,Subgroup,Single patient,Positive only,Active only,Survivors only,Non-discharged only,No,Non-ICU only,Mild only,Non-ventilation only,36,36,,36,36,0%,100%,0%,0%,0%,,,,,10,10,10,10,,,100%,0%,0%,0%,0%,0%,0%,0%,100%,,,,100%,36.5,,100%,,,,0%,0%,0%,100%,,,0%,,,0%,0%,0%,11.4,11.4,11.4,152,152,152,1,,,2.7,2.7,2.7,196,196,196,,,,8.1,20.2,18.1,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,,100%,0%,0%,0%,,,0.00%,,,
69,5,China,Shenzhen,1,A familial cluster of pneumonia associated with the 2019 novel coronavirus indicating person-to-person transmission: a study of a family cluster,Lancet,Chan et. al.,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(20)30154-9/fulltext,English,Asymptomatic; not admitted to hospital,Ryan,,1/10/20,1/24/20,14,Subgroup,Single patient,Positive only,Active only,Survivors only,Non-discharged only,No,Non-ICU only,Mild only,Non-ventilation only,10,10,,10,10,0%,100%,0%,0%,0%,,,,,,,,,,,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,0%,36.5,,0%,,,,0%,0%,0%,0%,,,0%,,,0%,0%,0%,6.5,6.5,6.5,146,146,146,1,,,2.8,2.8,2.8,197,197,197,,,,3.2,23.9,28.2,,,,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,,0%,0%,0%,0%,,,0.00%,,,
69,6,China,Shenzhen,1,A familial cluster of pneumonia associated with the 2019 novel coronavirus indicating person-to-person transmission: a study of a family cluster,Lancet,Chan et. al.,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(20)30154-9/fulltext,English,,Ryan,,1/10/20,1/24/20,14,Subgroup,Single patient,Positive only,Active only,Survivors only,Non-discharged only,No,Non-ICU only,Mild only,Non-ventilation only,63,63,,63,63,0%,0%,0%,0%,0%,,,,,7,7,7,7,,,100%,0%,100%,0%,,0%,0%,0%,0%,,,,100%,39,,100%,,,,100%,100%,0%,0%,,,0%,,,0%,0%,0%,4.3,4.3,4.3,130,130,130,1,,,1.2,1.2,1.2,205,205,205,,,,2.7,17.3,27.6,,,,,,,100%,,,,,,,,0%,0%,,,,,,,,,,,,,,,,,100%,0%,0%,0%,,,0.00%,,,
70,1,China,Wuhan,101,"Clinical characteristics of 101 non-survivors hospitalized with COVID-19—A single center, retrospective study",Lancet,Shi et. al.,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3550014,English,Todo: add subgroups depending on course of disease,Galit,,1/1/20,2/15/20,45,Subgroup,All,Positive only,End-point only,Non-Survivors only,,Yes,,Severe/Critical Only,Both,71,,,60,80,,59.41%,100%,100%,,,,,,,,,,,,82%,58.42%,21.78%,24%,13.86%,7%,,11%,0%,,,,81.19%,,,55.45%,99.01%,4.95%,,6%,35.64%,,10%,3%,,,,0%,0%,0%,100%,9.7,9.042,10.358,,,,1,,,0.76,0.681,0.839,178.2,167.37,189.03,25.01,18.324,31.696,8.466,55.99,116.8,,107.9,,0.76,195.6,130.4,98%,96%,,,,,,,40.59%,13.86%,,,4.95%,,,,,,,,,,,,,,100%,,0%,,,,100.00%,,,
71,1,China,Wuhan,55,"Clinical Characteristics of 55 Cases of Deaths with COVID-19 Pneumonia in Wuhan, China: Retrospective Case Series",Lancet,Yao et. al.,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3550019,English,,Galit,,1/26/20,2/18/20,23,Subgroup,Non-survivors,Positive only,End-point only,Non-Survivors only,,Yes,,Severe/Critical Only,Both,65,70.7,,60,80,0%,67%,100%,100%,,,,,,,,,,,,73%,60%,26%,,22%,7%,,9%,0%,,,,96%,,,62%,96%,4%,,93%,93%,,4%,4%,,,,0%,0%,0%,100%,7.85,4.84,12.79,125,105,145,1,,,0.55,0.41,0.8,160.5,93.3,227.7,14.1,8.6,19.9,7.58,25,43,44,84.9,,0.55,,,96%,,,,,,,,21.80%,,,,7.30%,,,,,,,,,,,,,,100%,,0%,,,,100.00%,,,
72,0,China,Wuhan,140,"Clinical characteristics of 140 patients infected with SARSCoV-2 in Wuhan, China",Epidemiology and Genetics,Zhang et. al.,https://onlinelibrary.wiley.com/doi/pdf/10.1111/all.14238,English,Treatments and outcomes not reported as patients had largely not been discharged,Ryan,,1/16/20,2/3/20,18,Top-level,All,Positive only,End-point and active,Both,Both,No,ΝΑ,All,NA,57,,,30,75,2.10%,50.70%,10.70%,0%,0%,,,,,8,8,7,10,1.40%,,64.30%,30%,12.10%,5.00%,1.40%,,,,10%,,,,91.70%,,,75%,36.70%,,,,75%,36.70%,12.90%,17.30%,12.20%,,,,41.40%,,,4.7,3.7,6.7,,,,1,,34.2,0.8,0.7,1,,,,,,,,,,,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,na,,,,,,,
72,1,China,Wuhan,82,"Clinical characteristics of 140 patients infected with SARSCoV-2 in Wuhan, China",Epidemiology and Genetics,Zhang et. al.,https://onlinelibrary.wiley.com/doi/pdf/10.1111/all.14238,English,Treatments and outcomes not reported as patients had largely not been discharged,Ryan,,1/16/20,2/3/20,18,Subgroup,Nonsevere,Positive only,End-point and active,Both,Both,No,ΝΑ,Mild only,NA,51.5,,,31,71,3.70%,46.30%,13.40%,0%,0%,,,,,8,8,6,10,0%,,53.70%,24.40%,11.00%,3.70%,0%,,,,10%,,,,88.10%,,,76.10%,29.90%,,,,76.10%,29.90%,11.00%,23.20%,11.00%,,,,0%,,,4.5,3.5,5.9,,,,1,,28.7,0.8,0.7,1.1,,,,,,,,,,,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,na,,,,,,,
72,2,China,Wuhan,58,"Clinical characteristics of 140 patients infected with SARSCoV-2 in Wuhan, China",Epidemiology and Genetics,Zhang et. al.,https://onlinelibrary.wiley.com/doi/pdf/10.1111/all.14238,English,Treatments and outcomes not reported as patients had largely not been discharged,Ryan,,1/16/20,2/3/20,18,Subgroup,Severe,Positive only,End-point and active,Both,Both,No,ΝΑ,Severe/Critical Only,NA,64,,,33,77,0%,56.90%,6.90%,0%,0%,,,,,7,7,6,10,3.40%,,79.30%,37.90%,13.80%,6.90%,3.40%,,,,10%,,,,96.20%,,,73.60%,45.30%,,,,73.60%,45.30%,15.80%,8.80%,14.00%,,,,100%,,,5.3,4,9,,,,1,,47.6,0.7,0.6,0.9,,,,,,,,,,,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,na,,,,,,,
73,0,China,Wuhan,36,"Clinical characteristics of 36 non-survivors with COVID-19 in Wuhan, China",MedRxiv,Huang et. al.,https://www.medrxiv.org/content/medrxiv/early/2020/03/05/2020.02.27.20029009.full.pdf,English,,Sam,,1/21/20,2/14/20,24,Top-level,All,Positive only,End-point only,Non-Survivors only,Non-discharged only,Yes,ΝΑ,Severe/Critical Only,NA,69.22,69.22,18.890544,62.8844,75.5556,,69.44%,,,,,,,,,,,,11.11%,,,58.33%,19.44%,13.89%,11.11%,2.78%,,8.33%,,,,,94.44%,,,77.78%,58.33%,,22.22%,2.78%,47.22%,,8.33%,,,,,,0%,100%,0%,7.67,4.1,10.97,123.74,111.14294,136.33706,0,,,0.67,0.44758,0.89242,167.21,115.39962,219.02038,11.21,7.5,19.2,6.64,26,43,,106.2,100.6,,,,100%,97.22%,,,,55.56%,,97.22%,52.78%,25%,,69.44%,,,100%,,100%,,,,,,2.78%,,,,100%,,0%,,,,100.00%,,,
74,0,Chile,Chile,922,SITUACIÓN EPIDEMIOLÓGICA COVID-19. CHILE al 23 de marzo de 2020,Departamento de Epidemiología. Ministerio de Salud de Chile,Departamento de Epidemiología. Ministerio de Salud de Chile,https://www.dropbox.com/s/cj3p12oncrewh72/Informe_10_COVID_19_Chile.pdf.pdf.pdf?dl=0,Spanish,,Galit,Galit,3/1/20,3/23/20,22,Top-level,All,Positive only,End-point and active,Both,,,,,,34,,,29,47,,49%,,,,,,,,,,,,,,,,,,,,,,,,,,9%,,,52%,57%,52%,,4%,,,,47%,,45%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.20%,,na,,,,0.20%,,,
75,0,USA,Nationwide,12,First 12 patients with coronavirus disease 2019 (COVID-19) in the United States,MedRxiv,The COVID-19 Investigation Team,10.1101/2020.03.09.20032896,English,,Ryan,,1/20/20,2/22/20,33,Top-level,All,Positive only,End-point and active,Both,Both,No,Both,All,Both,53,,,,,,67%,100%,75%,17%,,,,,1,1,0,3,8.33%,,16.67%,16.67%,8.33%,16.67%,8.33%,0.00%,0%,0%,33.33%,,,,58.33%,,,66.67%,8.33%,25%,,,41.67%,,8.33%,,,8.33%,8.33%,0%,58.33%,50%,8.33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,,,0%,0%,,,,,,,,58.33%,8.33%,92%,4,12.71428571,29,0%,,,
75,1,USA,Nationwide,7,First 12 patients with coronavirus disease 2019 (COVID-19) in the United States,MedRxiv,The COVID-19 Investigation Team,10.1101/2020.03.09.20032896,English,,Ryan,,1/20/20,2/22/20,33,Subgroup,Hospitalized patients,Positive only,End-point and active,Both,Both,Yes,Both,All,Both,55,,,,,,71.40%,100%,,,,,,,2,1,1,3,14.28%,,57.14%,14.28%,14.28%,14.28%,14.28%,0%,0%,0%,28.57%,,,,85.27%,,38.544,85.71%,14.28%,14.28%,,,28.57%,,14.28%,,,,,0%,100%,85.72%,14.28%,3.65,3.3,3.9,,,,1,,,,,,,,,,,,,180,120.14,,,,,,,71.42%,42.85%,0%,0%,0%,0%,,14.28%,,,,,,0%,,,,0%,0%,,,,,,,,100%,14.28%,86%,4,12.71,32,0%,,,
76,0,China,,36,Analysis on the Clinical Characteristics of 36 Cases of Novel Coronavirus Pneumonia in Kunming,MedRxiv,,10.1101/2020.02.28.20029173,English,"binned labs, no deaths",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,China,,109,Clinical Characteristics and Progression of 2019 Novel Coronavirus-Infected Patients Concurrent Acute Respiratory Distress Syndrome,MedRxiv,,10.1101/2020.02.17.20024166,English,broken down by ARDS,Holly,,,,,Top-level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,56,,,,,,,,,,,,Subgroup,non-ARDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,53,,,,,,,,,,,,Subgroup,ARDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,China,,24,"Clinical Characteristics of 24 Asymptomatic Infections with COVID-19 Screened among Close Contacts in Nanjing, China",MedRxiv,,10.1101/2020.02.20.20025619,English, asymptomatic,Holly,,,,,Top-level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5,,,,,,,,,,,,Subgroup,Symptomatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,19,,,,,,,,,,,,Subgroup,Asymptomatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,China,,25,"Clinical characteristics of 25 death cases infected with COVID-19 pneumonia: a retrospective review of medical records in a single medical center, Wuhan, China",MedRxiv,,10.1101/2020.02.19.20025239,English,"all deaths, patient-level data",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,China,,51,"Clinical characteristics of 51 patients discharged from hospital with COVID-19 in Chongqing,China",MedRxiv,,10.1101/2020.02.20.20025536,English,incl detailed lab data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,China,,110,"Clinical Characteristics of Patients with Severe Pneumonia Caused by the 2019 Novel Coronavirus in Wuhan, China",MedRxiv,,10.1101/2020.03.02.20029306,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,China,,46,Epidemiological and clinical characteristics of COVID-19 in adolescents and young adults,MedRxiv,,10.1101/2020.03.10.20032136,English,adolescents/young adults,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,China,,64,"Epidemiological, Clinical Characteristics and Outcome of Medical Staff Infected with COVID-19 in Wuhan, China: A Retrospective Case Series Analysis",MedRxiv,,10.1101/2020.03.09.20033118,English,all medical staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,China,,48,Evaluation of the clinical characteristics of suspected or confirmed cases of COVID-19 during home care with isolation: A new retrospective analysis based on O2O,MedRxiv,,10.1101/2020.02.26.20028084,English,"home monitoring, could be good for milder cases",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,China,,104,"Transmission and clinical characteristics of coronavirus disease 2019 in 104 outside-Wuhan patients, China",MedRxiv,,10.1101/2020.03.04.20026005,English,include detailed outcomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,Scotland,,1,The index case of SARS-CoV-2 in Scotland: a case report,Journal of Infection,Hill et. al.,https://doi.org/10.1016/j.jinf.2020.03.022,English,"Only one patient, but very detailed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,UK,England,2,Novel coronavirus disease (Covid-19): The first two patients in the UK with person to person transmission,Journal of Infection,Lillie et. al.,https://www.journalofinfection.com/article/S0163-4453(20)30102-X/fulltext,English,Both patients reported seperately,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,USA,Illinois,1,First known person-to-person transmission of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) in the USA.,The Lancet,Ghinai et. al.,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(20)30607-3/fulltext,English,Lab test results reported in body of paper (not in tables),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,South Korea,,28,Early Epidemiological and Clinical Characteristics of 28 Cases of Coronavirus Disease in South Korea,Osong Public Health and Research Perspectives,Osong Public Health Dept,https://ophrp.org/journal/view.php?doi=10.24171/j.phrp.2020.11.1.03,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
